lead_id,advisor_crd,contacted_date,predicted_score,actual_converted,driver_1_feature,driver_1_shap,driver_1_value,driver_1_direction,driver_2_feature,driver_2_shap,driver_2_value,driver_2_direction,driver_3_feature,driver_3_shap,driver_3_value,driver_3_direction
lead_76,0,2025-01-21 00:00:00,0.18960218131542206,0,firm_aum_pit,0.03835301101207733,41695726722.0,increases,aum_growth_since_jan2024_pct,0.03517305850982666,16.2664525584818,increases,industry_tenure_months,0.034351885318756104,0.0,increases
lead_77,0,2025-01-22 00:00:00,0.3057565987110138,0,days_in_gap,0.13014797866344452,0.0,increases,industry_tenure_months,-0.12531915307044983,303.0,decreases,firm_rep_count_at_contact,-0.07309171557426453,511.0,decreases
lead_78,0,2025-01-23 00:00:00,0.47897207736968994,0,days_in_gap,0.37310653924942017,0.0,increases,firm_rep_count_at_contact,-0.1337255835533142,511.0,decreases,current_firm_tenure_months,0.09266489744186401,72.0,increases
lead_79,0,2025-01-24 00:00:00,0.24800550937652588,0,days_in_gap,0.14366458356380463,1315.0,increases,aum_growth_since_jan2024_pct,0.081488698720932,16.2664525584818,increases,current_firm_tenure_months,-0.06974735856056213,50.0,decreases
lead_80,0,2025-01-25 00:00:00,0.31242695450782776,0,days_in_gap,0.14414508640766144,1123.0,increases,current_firm_tenure_months,0.08552826941013336,87.0,increases,firm_rep_count_at_contact,-0.06778895854949951,332.0,decreases
lead_81,0,2025-01-26 00:00:00,0.37123903632164,0,pit_mobility_tier_Stable,-0.07398751378059387,1.0,decreases,firm_aum_pit,0.06897804141044617,41695726722.0,increases,current_firm_tenure_months,-0.06346702575683594,74.0,decreases
lead_82,0,2025-01-27 00:00:00,0.25816234946250916,0,days_in_gap,0.1077328473329544,1187.0,increases,current_firm_tenure_months,0.09530961513519287,53.0,increases,industry_tenure_months,-0.050782591104507446,447.0,decreases
lead_83,0,2025-01-28 00:00:00,0.2824220061302185,0,firm_aum_pit,0.08305960893630981,41695726722.0,increases,firm_rep_count_at_contact,-0.07707986235618591,259.0,decreases,aum_growth_since_jan2024_pct,0.04758320748806,16.2664525584818,increases
lead_84,0,2025-01-29 00:00:00,0.059998705983161926,1,current_firm_tenure_months,-0.3207869529724121,181.0,decreases,days_in_gap,0.019884072244167328,3708.0,increases,aum_growth_since_jan2024_pct,-0.019000768661499023,16.2664525584818,decreases
lead_85,0,2025-01-30 00:00:00,0.0794655904173851,0,current_firm_tenure_months,-0.15353453159332275,74.0,decreases,firm_aum_pit,-0.13317614793777466,41695726722.0,decreases,industry_tenure_months,-0.10427025705575943,1346.0,decreases
