lead_id,advisor_crd,contacted_date,target,total_jobs,days_since_last_move,current_tenure_days,avg_prior_tenure_days,prior_job_tenure_days,second_prior_job_tenure_days,moves_3yr_verified,tenure_decay_ratio,move_acceleration_ratio,recency_tier
00QDn000007DONDMA4,2271915,2024-12-05,0,21,2543,,801.8571428571429,269,269,1,,1.0,Distant (> 2yr)
00QDn000009u4ZEMAY,5472664,2024-10-30,0,21,1545,,1202.2857142857142,1834,1834,1,,1.0,Distant (> 2yr)
00QDn00000Bo6WnMAJ,3157302,2024-10-23,0,24,-315,387,1811.2380952380952,387,387,9,0.21,1.0,Very Recent (< 6mo)
00QVS0000041iGz2AI,5115574,2024-03-19,0,29,2870,,354.9655172413793,223,223,0,,1.0,Distant (> 2yr)
00QVS0000041iS12AI,1135429,2024-06-27,0,31,-378,2668,931.8275862068966,2668,1356,0,2.86,1.97,Very Recent (< 6mo)
00QVS0000041iS52AI,2289905,2024-06-21,0,23,3460,,546.9565217391305,343,343,1,,1.0,Distant (> 2yr)
00QVS0000041iSH2AY,4786481,2024-06-27,0,37,2382,,602.5405405405406,564,846,0,,0.67,Distant (> 2yr)
00QVS0000041iSJ2AY,1322510,2024-06-27,0,49,2089,,1070.530612244898,481,481,0,,1.0,Distant (> 2yr)
00QVS0000041iTj2AI,1094370,2024-02-27,0,22,1177,,1022.318181818182,1330,216,0,,6.16,Distant (> 2yr)
00QVS0000041iVg2AI,1778245,2024-02-27,0,28,2505,,815.3214285714287,314,1884,0,,0.17,Distant (> 2yr)
00QVS0000041iVy2AI,5584370,2024-02-27,0,22,12,,809.2727272727273,1464,209,2,,7.0,Very Recent (< 6mo)
00QVS0000041iWd2AI,4743534,2024-02-28,0,24,2798,,603.7083333333333,1383,1383,0,,1.0,Distant (> 2yr)
00QVS000004nw872AA,5501116,2024-06-28,0,27,-293,638,1281.96,638,1439,20,0.5,0.44,Very Recent (< 6mo)
00QVS000005SP7i2AG,3222090,2024-04-02,0,22,1554,,996.8181818181818,333,558,1,,0.6,Distant (> 2yr)
00QVS000005SPFM2A4,5470617,2024-02-27,0,21,2741,,655.6190476190476,486,486,0,,1.0,Distant (> 2yr)
00QVS000005i6Oa2AI,2815798,2024-04-10,0,21,560,,4836.380952380953,6102,6102,17,,1.0,Moderate (1-2yr)
00QVS000005zkt22AA,2680207,2024-04-17,0,23,1798,2253,1125.909090909091,276,281,0,2.0,0.98,Distant (> 2yr)
00QVS000005znCB2AY,2878061,2024-04-17,0,21,4048,,797.2857142857142,805,805,0,,1.0,Distant (> 2yr)
00QVS000005znIE2AY,2692608,2024-05-01,0,21,1429,,1181.4761904761906,1244,1244,0,,1.0,Distant (> 2yr)
00QVS000005znIZ2AY,2898766,2024-05-01,0,25,-128,1066,828.9565217391304,1066,789,1,1.29,1.35,Very Recent (< 6mo)
00QVS000005zoWh2AI,2408935,2024-04-24,0,25,156,,780.0799999999998,1172,0,2,,,Very Recent (< 6mo)
00QVS000006YI9o2AG,2582410,2024-05-08,0,23,1748,,1042.7826086956522,1317,1317,0,,1.0,Distant (> 2yr)
00QVS000006YIAG2A4,2740157,2024-05-08,0,21,1680,,858.4761904761904,876,876,0,,1.0,Distant (> 2yr)
00QVS000006lge42AA,4275580,2024-05-15,0,22,1127,,908.7272727272726,1063,1063,1,,1.0,Distant (> 2yr)
00QVS000006lgeO2AQ,4947327,2024-05-15,0,43,3148,,829.2325581395346,1971,775,0,,2.54,Distant (> 2yr)
00QVS000006lgeq2AA,5520530,2024-05-15,0,22,1367,,716.7272727272727,2188,2188,0,,1.0,Distant (> 2yr)
00QVS000006suR42AI,5713988,2024-05-13,0,22,1074,,828.6818181818182,508,511,3,,0.99,Distant (> 2yr)
00QVS000006suR52AI,1847685,2024-05-14,0,21,1002,,1216.0952380952383,1435,1435,8,,1.0,Distant (> 2yr)
00QVS000006suR62AI,1444889,2024-05-13,0,23,1001,,2289.565217391304,3248,3248,9,,1.0,Distant (> 2yr)
00QVS000007BW0a2AG,2789654,2024-06-02,0,31,4097,,503.1935483870967,91,115,0,,0.79,Distant (> 2yr)
00QVS000007BW212AG,2719482,2024-06-04,0,21,1924,,955.2380952380953,1150,1150,0,,1.0,Distant (> 2yr)
00QVS000007BW2E2AW,2993804,2024-05-31,0,24,1901,,748.0833333333334,510,510,0,,1.0,Distant (> 2yr)
00QVS000007BW732AG,2960249,2024-05-23,0,23,1630,,722.2608695652173,402,403,0,,1.0,Distant (> 2yr)
00QVS000007BW782AG,2628505,2024-05-24,0,25,2586,,1022.3199999999999,410,411,0,,1.0,Distant (> 2yr)
00QVS000007BW7G2AW,4309056,2024-05-23,0,21,2185,,1707.190476190476,3085,3085,0,,1.0,Distant (> 2yr)
00QVS000007BW7K2AW,4504588,2024-05-22,0,22,2757,,709.5,1344,1344,0,,1.0,Distant (> 2yr)
00QVS000007BW7M2AW,4614180,2024-05-23,0,23,2331,,2458.652173913043,4081,4081,0,,1.0,Distant (> 2yr)
00QVS000007BW8e2AG,4457477,2024-05-23,0,45,2620,,741.4222222222222,1313,1313,0,,1.0,Distant (> 2yr)
00QVS000007BW8t2AG,4268832,2024-05-28,0,21,935,1160,983.3499999999998,583,583,2,1.18,1.0,Distant (> 2yr)
00QVS000007BW982AG,2760619,2024-05-23,0,22,-463,2752,995.6842105263158,2752,2752,0,2.76,1.0,Very Recent (< 6mo)
00QVS000007BW9F2AW,4079963,2024-05-23,0,24,874,,664.4999999999999,294,56,2,,5.25,Distant (> 2yr)
00QVS000007BWHQ2A4,2726187,2024-05-23,0,23,1968,1539,991.9999999999998,664,1805,0,1.55,0.37,Distant (> 2yr)
00QVS000007GQHd2AO,4825674,2024-05-30,0,149,654,,745.281879194631,432,432,8,,1.0,Moderate (1-2yr)
00QVS000007azia2AA,3053010,2024-06-07,0,24,1451,,1469.25,2659,2659,0,,1.0,Distant (> 2yr)
00QVS000007b7ls2AA,5504933,2024-06-05,0,36,-344,2963,774.5,2962,2962,0,3.83,1.0,Very Recent (< 6mo)
00QVS0000084Kl82AE,2953101,2024-06-28,0,23,-321,3802,600.2,3802,3802,0,6.33,1.0,Very Recent (< 6mo)
00QVS0000086fBx2AI,4367585,2024-06-19,1,34,449,,423.0294117647059,117,117,6,,1.0,Moderate (1-2yr)
00QVS00000872Nm2AI,3196973,2024-06-24,0,22,1307,,3194.7272727272725,4292,4292,0,,1.0,Distant (> 2yr)
00QVS00000872Oy2AI,2668953,2024-06-24,0,22,-416,4213,921.9444444444443,4202,4202,0,4.57,1.0,Very Recent (< 6mo)
00QVS000008BDEV2A4,4013615,2024-06-23,0,24,-282,2052,1360.7727272727273,2052,457,0,1.51,4.49,Very Recent (< 6mo)
00QVS000008KA5c2AG,6479259,2024-08-01,0,22,1107,,596.2272727272727,173,615,0,,0.28,Distant (> 2yr)
00QVS000008TyqB2AS,4198534,2024-07-15,0,24,2669,,1334.6666666666667,1110,1121,0,,0.99,Distant (> 2yr)
00QVS000008TyuL2AS,1107838,2024-07-16,0,27,151,258,1124.076923076923,2411,2411,3,0.23,1.0,Very Recent (< 6mo)
00QVS000008Tyuy2AC,2904595,2024-07-16,0,35,1666,,1836.3999999999999,3261,3261,0,,1.0,Distant (> 2yr)
00QVS000008TyvC2AS,2970100,2024-07-08,0,25,-238,7699,1129.1666666666667,3337,3337,0,6.82,1.0,Very Recent (< 6mo)
00QVS000008Tz052AC,2265564,2024-07-01,0,23,2426,,1353.9130434782608,1038,1038,0,,1.0,Distant (> 2yr)
00QVS000008Tz1H2AS,1009784,2024-08-16,0,24,3425,,990.9166666666666,61,371,0,,0.16,Distant (> 2yr)
00QVS000008TzFh2AK,4553681,2024-07-30,0,38,1884,,1465.5526315789473,1938,1938,0,,1.0,Distant (> 2yr)
00QVS000008TzR02AK,2399193,2024-07-29,0,32,2552,,2270.500000000001,183,3256,0,,0.06,Distant (> 2yr)
00QVS000008TzS12AK,4318673,2024-07-29,0,23,45,2702,964.0454545454544,2571,2571,2,2.8,1.0,Very Recent (< 6mo)
00QVS000008TzVE2A0,5128274,2024-07-29,0,22,2840,,1459.863636363636,28,28,0,,,Distant (> 2yr)
00QVS000008TzVK2A0,1281062,2024-07-29,0,30,591,3926,1171.6666666666665,1631,486,1,3.35,3.36,Moderate (1-2yr)
00QVS000008TzVp2AK,5051287,2024-07-29,0,29,2551,,917.8620689655171,1339,1339,0,,1.0,Distant (> 2yr)
00QVS000008TzVr2AK,5594113,2024-07-29,0,29,978,,1288.896551724138,1934,1934,15,,1.0,Distant (> 2yr)
00QVS000008TzVt2AK,2408225,2024-07-01,0,21,1845,,481.9047619047619,1591,280,0,,5.68,Distant (> 2yr)
00QVS000008TzWl2AK,4074605,2024-07-02,0,58,3298,,985.8793103448277,994,994,0,,1.0,Distant (> 2yr)
00QVS000008TzX12AK,4262753,2024-07-02,0,47,2918,,1050.2127659574467,1374,1374,0,,1.0,Distant (> 2yr)
00QVS000008TzZs2AK,3054624,2024-07-08,0,22,1711,,597.9090909090909,1561,1190,0,,1.31,Distant (> 2yr)
00QVS000008TzaU2AS,5215151,2024-07-08,0,35,1897,,1348.742857142857,1904,1904,0,,1.0,Distant (> 2yr)
00QVS000008Tzgx2AC,4803729,2024-07-22,0,22,4857,,587.8181818181818,508,508,1,,1.0,Distant (> 2yr)
00QVS000008Tzi42AC,1985449,2024-07-29,0,25,-246,2052,1499.7391304347825,2052,728,0,1.37,2.82,Very Recent (< 6mo)
00QVS0000092ViH2AU,5553555,2024-10-04,0,21,-336,445,1004.1111111111109,442,445,4,0.44,0.99,Very Recent (< 6mo)
00QVS0000092Vja2AE,3052606,2024-07-31,0,23,1094,,1843.8260869565217,1616,1616,22,,1.0,Distant (> 2yr)
00QVS0000092VnG2AU,2848530,2024-07-31,0,22,3500,,773.4090909090909,1503,1503,0,,1.0,Distant (> 2yr)
00QVS000009F5NG2A0,1352107,2024-08-05,1,32,552,,461.90625000000006,518,714,4,,0.73,Moderate (1-2yr)
00QVS000009FCBm2AO,2338209,2024-08-05,0,29,810,,696.1724137931035,666,666,4,,1.0,Distant (> 2yr)
00QVS000009FCoT2AW,2654833,2024-08-05,0,22,469,,745.3181818181818,1972,903,2,,2.18,Moderate (1-2yr)
00QVS000009GPen2AG,2128473,2024-11-13,1,24,47,,1147.4166666666665,400,401,11,,1.0,Very Recent (< 6mo)
00QVS000009bpKw2AI,2390867,2024-08-05,0,36,1456,1744,1012.6,399,399,0,1.72,1.0,Distant (> 2yr)
00QVS000009cG512AE,3147561,2024-08-07,0,29,1034,1300,717.3214285714286,170,537,1,1.81,0.32,Distant (> 2yr)
00QVS000009cLhN2AU,4360063,2024-08-07,0,26,-155,864,866.9000000000002,855,855,3,1.0,1.0,Very Recent (< 6mo)
00QVS000009cNrF2AU,2304443,2024-10-09,0,55,184,,1384.1454545454544,2308,2308,23,,1.0,Recent (6-12mo)
00QVS000009cmNH2AY,4511570,2024-08-19,0,24,-72,1951,2073.904761904762,1948,1951,0,0.94,1.0,Very Recent (< 6mo)
00QVS000009cmO52AI,3009522,2024-08-06,0,25,4408,,869.4399999999999,345,345,0,,1.0,Distant (> 2yr)
00QVS000009cmRH2AY,1411000,2024-08-14,0,21,2699,,1089.238095238095,971,1592,0,,0.61,Distant (> 2yr)
00QVS000009cmWv2AI,2108627,2024-08-13,0,60,-252,2098,625.3448275862066,2098,715,0,3.35,2.93,Very Recent (< 6mo)
00QVS000009cmfM2AQ,4450854,2024-08-07,0,24,1010,,1066.4166666666665,740,922,2,,0.8,Distant (> 2yr)
00QVS000009cmfe2AA,5284289,2024-08-07,0,22,1433,,720.4090909090909,900,900,0,,1.0,Distant (> 2yr)
00QVS000009cmfu2AA,1739499,2024-08-12,0,31,1991,,784.9999999999998,798,798,1,,1.0,Distant (> 2yr)
00QVS000009cmk92AA,4095208,2024-08-06,0,24,2359,,993.3333333333335,2329,2329,0,,1.0,Distant (> 2yr)
00QVS000009cmqj2AA,4075386,2024-08-31,0,21,4379,,811.2857142857142,974,974,0,,1.0,Distant (> 2yr)
00QVS000009cmr22AA,1279375,2024-08-07,0,23,41,,1001.521739130435,713,4185,3,,0.17,Very Recent (< 6mo)
00QVS000009cmsJ2AQ,5360226,2024-08-12,0,21,-42,1151,1397.6315789473683,1151,2689,0,0.82,0.43,Very Recent (< 6mo)
00QVS000009cmsN2AQ,4043179,2024-08-07,0,21,189,,1219.285714285714,1031,1031,4,,1.0,Recent (6-12mo)
00QVS000009cmwB2AQ,5206647,2024-08-14,0,27,1134,,1266.1111111111115,2395,2395,0,,1.0,Distant (> 2yr)
00QVS000009cmy62AA,1347332,2024-08-12,0,21,-107,3610,1250.9444444444443,3610,3610,0,2.89,1.0,Very Recent (< 6mo)
00QVS000009cn1X2AQ,4457307,2024-08-22,1,26,2472,,677.576923076923,1028,1028,0,,1.0,Distant (> 2yr)
00QVS000009cn222AA,5867397,2024-09-03,0,26,207,,1024.730769230769,1838,1848,3,,0.99,Recent (6-12mo)
00QVS000009cn3A2AQ,5089610,2024-08-13,0,43,3094,,1413.3255813953488,284,940,0,,0.3,Distant (> 2yr)
00QVS000009cn7O2AQ,2852502,2024-09-27,0,21,105,270,1723.3000000000002,1134,947,1,0.16,1.2,Very Recent (< 6mo)
00QVS000009cn802AA,5240105,2024-09-05,0,24,-270,1333,1004.1818181818181,1333,744,3,1.33,1.79,Very Recent (< 6mo)
00QVS000009cn9j2AA,4786222,2024-08-23,0,21,2864,,964.095238095238,904,904,0,,1.0,Distant (> 2yr)
00QVS000009cnE52AI,5785226,2024-08-12,0,25,1053,,1193.96,2499,2499,8,,1.0,Distant (> 2yr)
00QVS000009cnFe2AI,5619612,2024-08-12,0,30,1550,,907.6333333333332,1116,1116,0,,1.0,Distant (> 2yr)
00QVS000009cnFu2AI,2559789,2024-09-16,0,21,83,,1538.857142857143,3772,427,2,,8.83,Very Recent (< 6mo)
00QVS000009cnKd2AI,4760390,2024-08-12,0,23,1295,,2247.3478260869565,1076,1076,0,,1.0,Distant (> 2yr)
00QVS000009cnLE2AY,4898857,2024-08-26,0,27,1224,,758.2592592592594,96,54,0,,1.78,Distant (> 2yr)
00QVS000009cnLS2AY,5738078,2024-08-12,0,25,-389,1339,870.5500000000002,1339,1339,2,1.54,1.0,Very Recent (< 6mo)
00QVS000009cnLb2AI,5598025,2024-08-23,0,26,2419,,450.53846153846166,0,0,0,,,Distant (> 2yr)
00QVS000009cnLd2AI,4991762,2024-08-27,0,23,208,,1101.1739130434783,1079,1079,3,,1.0,Recent (6-12mo)
00QVS000009cnM22AI,6199671,2024-10-04,0,22,1325,,568.4090909090908,1142,1142,0,,1.0,Distant (> 2yr)
00QVS000009cnM42AI,5214508,2024-08-21,0,27,-342,1477,812.9166666666666,1468,1477,0,1.82,0.99,Very Recent (< 6mo)
00QVS000009cnMV2AY,4556832,2024-10-29,0,21,2297,,955.2857142857142,747,747,0,,1.0,Distant (> 2yr)
00QVS000009cnMe2AI,2642250,2024-08-19,0,46,1244,,2446.717391304348,3157,3157,0,,1.0,Distant (> 2yr)
00QVS000009cnRk2AI,5771379,2024-08-26,0,25,1358,,263.88,68,68,0,,1.0,Distant (> 2yr)
00QVS000009cnRl2AI,2272479,2024-08-21,0,28,2790,,1127.2857142857144,101,982,0,,0.1,Distant (> 2yr)
00QVS000009cnS82AI,4913338,2024-08-19,0,33,1945,,898.3030303030303,1926,1926,0,,1.0,Distant (> 2yr)
00QVS000009cnSA2AY,5661308,2024-08-26,0,38,1330,,750.0526315789474,787,787,0,,1.0,Distant (> 2yr)
00QVS000009cnSj2AI,4847042,2024-08-14,0,28,1261,,884.3928571428571,1155,1155,0,,1.0,Distant (> 2yr)
00QVS000009cnX72AI,5236647,2024-08-21,0,39,2819,,969.2820512820512,955,1024,0,,0.93,Distant (> 2yr)
00QVS000009cnXX2AY,4972050,2024-08-26,0,22,-357,2454,878.4210526315791,2448,2454,0,2.79,1.0,Very Recent (< 6mo)
00QVS000009cnXx2AI,5207123,2024-08-19,0,24,1279,,1026.4999999999998,1142,1142,0,,1.0,Distant (> 2yr)
00QVS000009cna12AA,2676018,2024-08-26,0,25,1036,,2118.24,2882,2887,3,,1.0,Distant (> 2yr)
00QVS000009cnfx2AA,4265303,2024-08-27,0,32,2155,,794.7500000000002,482,482,0,,1.0,Distant (> 2yr)
00QVS000009cnkv2AA,4510632,2024-08-14,0,21,2373,,1040.5238095238094,378,378,0,,1.0,Distant (> 2yr)
00QVS000009cnlV2AQ,4407350,2024-08-19,0,23,91,,1085.6521739130435,3216,3216,3,,1.0,Very Recent (< 6mo)
00QVS000009cnqa2AA,4514533,2024-09-12,0,26,-32,1138,316.50000000000006,1138,266,0,3.6,4.28,Very Recent (< 6mo)
00QVS000009cnrc2AA,5123346,2024-08-06,0,33,1266,,1007.575757575758,1615,1629,0,,0.99,Distant (> 2yr)
00QVS000009cnrd2AA,6441928,2024-08-07,0,29,1267,,528.8275862068964,621,621,0,,1.0,Distant (> 2yr)
00QVS000009cnt12AA,2764390,2024-08-19,0,27,2996,,1438.3703703703707,419,419,0,,1.0,Distant (> 2yr)
00QVS000009co082AA,4120532,2024-08-29,0,22,1177,,4604.909090909091,5685,5685,0,,1.0,Distant (> 2yr)
00QVS000009co5q2AA,5116620,2024-08-27,0,23,1287,,1547.1304347826087,1142,1142,0,,1.0,Distant (> 2yr)
00QVS000009co6Z2AQ,4582827,2024-08-20,0,28,1296,,578.7499999999999,304,482,0,,0.63,Distant (> 2yr)
00QVS000009mCRW2A2,3102776,2024-08-09,0,100,129,,2434.24,959,959,75,,1.0,Very Recent (< 6mo)
00QVS000009qkUb2AI,3115915,2024-08-09,0,22,-101,782,1830.357142857143,781,781,5,0.43,1.0,Very Recent (< 6mo)
00QVS000009uYBY2A2,2932581,2024-08-12,0,21,1452,,553.3809523809523,701,701,0,,1.0,Distant (> 2yr)
00QVS000009xZcT2AU,1789178,2024-08-14,0,21,16,,1214.3333333333335,2063,2063,4,,1.0,Very Recent (< 6mo)
00QVS00000A2NR22AN,4867175,2024-08-15,1,35,-300,1020,974.1200000000001,1020,1020,3,1.05,1.0,Very Recent (< 6mo)
00QVS00000AW9nC2AT,3053015,2024-09-03,0,39,-421,713,726.5945945945947,713,371,2,0.98,1.92,Very Recent (< 6mo)
00QVS00000AWDCT2A5,2834715,2024-09-04,0,33,420,,598.121212121212,419,419,9,,1.0,Moderate (1-2yr)
00QVS00000AaxLD2AZ,4011748,2024-09-27,0,57,1376,,911.5438596491229,189,194,0,,0.97,Distant (> 2yr)
00QVS00000AaxPd2AJ,1349111,2024-09-04,0,24,229,,1356.1666666666667,1676,1677,3,,1.0,Recent (6-12mo)
00QVS00000AaxUz2AJ,4651233,2024-10-01,0,29,3984,,437.6551724137931,475,241,0,,1.97,Distant (> 2yr)
00QVS00000AaxVc2AJ,2353304,2024-09-06,0,25,15,,2001.56,4020,4020,9,,1.0,Very Recent (< 6mo)
00QVS00000AaxVd2AJ,4907777,2024-10-01,0,26,2616,,910.6153846153846,1413,1413,0,,1.0,Distant (> 2yr)
00QVS00000AaxWG2AZ,4923278,2024-09-04,0,21,1141,,3359.5238095238096,1552,1552,0,,1.0,Distant (> 2yr)
00QVS00000AaxiT2AR,2807741,2024-12-11,0,26,2014,,5159.692307692308,106,6288,0,,0.02,Distant (> 2yr)
00QVS00000Aaxix2AB,4424053,2024-09-04,0,22,28,,1099.181818181818,1636,1784,2,,0.92,Very Recent (< 6mo)
00QVS00000Aaxm22AB,4362141,2024-09-09,0,22,1851,,741.7727272727274,1677,1044,0,,1.61,Distant (> 2yr)
00QVS00000AaxmK2AR,4627229,2024-09-04,0,27,2434,,592.1851851851852,430,430,0,,1.0,Distant (> 2yr)
00QVS00000AaxmW2AR,4131182,2024-09-09,0,21,1146,,1058.1904761904761,2280,2281,0,,1.0,Distant (> 2yr)
00QVS00000AaxsB2AR,2532525,2024-09-06,0,26,1185,,870.6923076923076,770,770,0,,1.0,Distant (> 2yr)
00QVS00000AaxsS2AR,4110131,2024-09-06,0,31,980,,2016.0645161290317,3062,2065,2,,1.48,Distant (> 2yr)
00QVS00000Aaxx32AB,4851520,2024-09-19,0,23,-82,1797,578.4117647058823,1797,1797,0,3.11,1.0,Very Recent (< 6mo)
00QVS00000Aaxyb2AB,2908079,2024-09-12,0,28,1191,,1119.4642857142858,1611,1611,0,,1.0,Distant (> 2yr)
00QVS00000Aaxyo2AB,2769714,2024-09-06,0,22,1260,,1949.3636363636363,3159,3159,0,,1.0,Distant (> 2yr)
00QVS00000Aaxz12AB,3032021,2024-09-12,0,21,1191,,3449.380952380952,2225,2225,0,,1.0,Distant (> 2yr)
00QVS00000Aaxz82AB,4594588,2024-10-01,0,35,-114,2715,1740.375,2715,2715,0,1.56,1.0,Very Recent (< 6mo)
00QVS00000AaxzL2AR,4443581,2024-09-06,0,26,1957,,455.0384615384614,816,816,0,,1.0,Distant (> 2yr)
00QVS00000Aay1H2AR,2971919,2024-09-04,0,33,1183,,1462.5151515151515,2976,2976,0,,1.0,Distant (> 2yr)
00QVS00000Aay1S2AR,5191738,2024-09-09,0,21,1133,,662.2380952380952,742,742,0,,1.0,Distant (> 2yr)
00QVS00000Aay382AB,1606466,2024-09-06,0,21,-328,3226,811.8888888888888,3226,3226,0,3.97,1.0,Very Recent (< 6mo)
00QVS00000Aay4x2AB,2877462,2024-09-24,0,44,2833,,1261.0681818181818,720,151,0,,4.77,Distant (> 2yr)
00QVS00000Aay512AB,1277740,2024-09-06,0,24,1530,,1236.791666666667,2365,2365,0,,1.0,Distant (> 2yr)
00QVS00000Aay5i2AB,5287567,2024-09-04,0,30,169,,1926.9999999999998,1489,1489,3,,1.0,Very Recent (< 6mo)
00QVS00000Aay5k2AB,2563015,2024-09-06,0,26,-362,1584,1176.8,1584,1584,0,1.35,1.0,Very Recent (< 6mo)
00QVS00000Aay5l2AB,2610310,2024-10-01,0,34,1005,,1863.7058823529412,3062,2065,2,,1.48,Distant (> 2yr)
00QVS00000Aay9J2AR,2887300,2024-09-17,0,22,1505,,1288.3636363636365,788,607,0,,1.3,Distant (> 2yr)
00QVS00000Aay9T2AR,4538806,2024-10-01,0,21,1005,,1944.6190476190477,2010,2010,4,,1.0,Distant (> 2yr)
00QVS00000AayA12AJ,5885535,2024-09-06,0,22,-318,2279,469.27272727272725,2278,2278,0,4.86,1.0,Very Recent (< 6mo)
00QVS00000AayAR2AZ,4386158,2024-09-06,0,23,1262,,1642.478260869565,3796,3796,0,,1.0,Distant (> 2yr)
00QVS00000AayAb2AJ,2514981,2024-09-10,0,37,1147,,4230.108108108108,1349,1349,0,,1.0,Distant (> 2yr)
00QVS00000AayAd2AJ,4620247,2024-09-11,0,22,1267,,1202.772727272727,2260,2260,0,,1.0,Distant (> 2yr)
00QVS00000AayEa2AJ,5101139,2024-09-17,0,26,-58,2241,1058.095238095238,2236,2236,0,2.12,1.0,Very Recent (< 6mo)
00QVS00000AayFK2AZ,4577955,2024-09-17,0,28,1113,,1523.4642857142856,1413,63,0,,22.43,Distant (> 2yr)
00QVS00000AayFM2AZ,5854783,2024-09-27,0,27,1206,,2420.4444444444443,2841,2841,0,,1.0,Distant (> 2yr)
00QVS00000AayG12AJ,4837355,2024-09-06,0,22,3032,,805.1363636363635,1428,1428,0,,1.0,Distant (> 2yr)
00QVS00000AayGJ2AZ,5859873,2024-10-01,0,35,-6,2069,849.6538461538462,2069,2069,0,2.44,1.0,Very Recent (< 6mo)
00QVS00000AayGg2AJ,4949746,2024-09-17,0,24,-128,3768,1098.777777777778,3768,3768,0,3.43,1.0,Very Recent (< 6mo)
00QVS00000AayHj2AJ,5316936,2024-09-20,0,25,1145,,933.1200000000003,1764,1764,0,,1.0,Distant (> 2yr)
00QVS00000AayI02AJ,6372734,2024-09-06,0,21,1262,,649.0,715,715,0,,1.0,Distant (> 2yr)
00QVS00000AayI72AJ,2166670,2024-09-06,0,24,1530,,949.75,2918,2918,0,,1.0,Distant (> 2yr)
00QVS00000AgYyo2AF,1690517,2024-10-01,0,22,2638,,990.6363636363634,1702,1702,0,,1.0,Distant (> 2yr)
00QVS00000BILHN2A5,4418727,2024-10-01,0,22,371,588,1615.7142857142858,325,557,1,0.36,0.58,Moderate (1-2yr)
00QVS00000BYI8B2AX,4393368,2024-10-02,0,30,2492,,1059.9333333333332,785,785,0,,1.0,Distant (> 2yr)
00QVS00000BYI8K2AX,4268782,2024-10-09,0,38,2870,,599.5789473684213,413,413,0,,1.0,Distant (> 2yr)
00QVS00000BYI992AH,4176003,2024-10-14,0,27,767,,1708.5555555555559,1374,3772,1,,0.36,Distant (> 2yr)
00QVS00000BYI9G2AX,4321114,2024-10-14,0,50,-326,2142,587.2291666666669,2142,388,0,3.65,5.52,Very Recent (< 6mo)
00QVS00000BYIAS2A5,3231405,2024-10-02,0,22,218,,910.5454545454545,784,784,5,,1.0,Recent (6-12mo)
00QVS00000BYIG62AP,2938591,2024-10-08,0,21,1254,,1129.8095238095239,3569,3569,0,,1.0,Distant (> 2yr)
00QVS00000BYILp2AP,5335018,2024-12-10,0,25,2251,,953.0400000000002,1079,1079,1,,1.0,Distant (> 2yr)
00QVS00000BYISM2A5,3073899,2024-10-03,0,23,260,,1597.9999999999998,1470,1470,5,,1.0,Recent (6-12mo)
00QVS00000BYIXv2AP,2521201,2024-10-03,0,29,2416,,1060.1724137931035,722,722,0,,1.0,Distant (> 2yr)
00QVS00000BYIZ22AP,3022723,2024-10-15,0,22,1231,,2539.9090909090905,2865,2869,0,,1.0,Distant (> 2yr)
00QVS00000BYIZT2A5,2750146,2024-10-08,0,25,2867,,625.7199999999999,962,575,0,,1.67,Distant (> 2yr)
00QVS00000BYIZn2AP,3256759,2024-10-14,0,22,1126,,868.7272727272727,2223,2232,0,,1.0,Distant (> 2yr)
00QVS00000BYIe42AH,3068594,2024-10-11,0,23,2836,,720.5217391304349,679,679,0,,1.0,Distant (> 2yr)
00QVS00000BYIx52AH,2974158,2024-10-14,0,25,3640,,1406.2,753,756,0,,1.0,Distant (> 2yr)
00QVS00000BYIyF2AX,4680285,2024-10-03,0,29,2159,,1012.3448275862066,804,804,0,,1.0,Distant (> 2yr)
00QVS00000BYJ3M2AX,1547958,2024-10-14,0,23,3996,,687.4782608695651,399,591,0,,0.68,Distant (> 2yr)
00QVS00000BYJH52AP,2853852,2024-10-14,0,42,767,,1008.7380952380953,826,701,1,,1.18,Distant (> 2yr)
00QVS00000BYJUt2AP,5608515,2024-10-23,0,25,1344,,1144.1999999999998,1142,1142,0,,1.0,Distant (> 2yr)
00QVS00000BYJUu2AP,5952860,2024-10-14,0,22,1335,,1629.227272727273,1142,1142,0,,1.0,Distant (> 2yr)
00QVS00000BYJVY2A5,1879323,2024-10-14,0,21,-365,5398,849.3333333333334,5398,5398,0,6.36,1.0,Very Recent (< 6mo)
00QVS00000BZ5Cz2AL,1299827,2024-10-21,0,21,-206,2136,1371.1999999999998,2136,2136,0,1.56,1.0,Very Recent (< 6mo)
00QVS00000BZ5JR2A1,2274132,2024-11-05,0,148,886,648,2294.95238095238,1838,1838,3,0.28,1.0,Distant (> 2yr)
00QVS00000BZ5ZZ2A1,2989392,2024-11-05,0,25,-363,1900,1204.7142857142856,1900,1900,0,1.58,1.0,Very Recent (< 6mo)
00QVS00000BbCFD2A3,4049539,2024-10-04,0,21,-24,661,1272.5294117647056,658,658,7,0.52,1.0,Very Recent (< 6mo)
00QVS00000Biecw2AB,4446099,2024-10-11,0,26,962,,1520.5384615384614,1173,801,2,,1.46,Distant (> 2yr)
00QVS00000BjQpe2AF,2486592,2024-10-08,0,25,-84,813,1253.0,813,813,3,0.65,1.0,Very Recent (< 6mo)
00QVS00000BjeRB2AZ,5348108,2024-10-10,0,22,342,,605.3181818181819,1192,801,2,,1.49,Recent (6-12mo)
